P-P type	Composition ID	HMM profile in composition	Composition size	Total number of profiles for P-P type
pKpn	pKpn_Composition_44	pKpn_pers_HV225_RS29590	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HCV84_RS27630	86	89
pKpn	pKpn_Composition_52	pKpn_pers_AM277_RS28445	86	89
pKpn	pKpn_Composition_52	pKpn_pers_BJP61_RS20835	86	89
pKpn	pKpn_Composition_52	pKpn_pers_EX353_RS30615	86	89
pKpn	pKpn_Composition_52	pKpn_pers_F8D37_RS27445	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FDK24_RS29335	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FFY44_RS28145	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FOB39_RS26565	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FOM15_RS27370	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FOM15_RS27725	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GM011_RS26955	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GM011_RS27120	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GQY16_RS27275	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GQY16_RS27935	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GQY17_RS27325	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GUY22_RS28585	86	89
pKpn	pKpn_Composition_52	pKpn_pers_H1D29_RS01055	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HB786_RS28080	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HB787_RS28240	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HCV83_RS28725	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV198_RS24405	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV207_RS29030	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV225_RS29270	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV240_RS29245	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HVX63_RS23370	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HVX63_RS23610	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HVX63_RS23665	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HVX64_RS23345	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IBX29_RS27170	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IS495_RS28005	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX52_RS28425	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX64_RS28730	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX64_RS28900	86	89
pKpn	pKpn_Composition_52	pKpn_pers_SMKP03_RS25145	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX54_RS28090	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IBX31_RS27380	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV207_RS28850	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HB789_RS28485	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV294_RS27520	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HB636_RS28290	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HB789_RS28300	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX76_RS28910	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IBX29_RS26960	86	89
pKpn	pKpn_Composition_52	pKpn_pers_WM86_RS26460	86	89
pKpn	pKpn_Composition_52	pKpn_pers_I5M61_RS28825	86	89
pKpn	pKpn_Composition_52	pKpn_pers_CLQ46_RS01200	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV292_RS28710	86	89
pKpn	pKpn_Composition_52	pKpn_pers_CLQ46_RS01135	86	89
pKpn	pKpn_Composition_52	pKpn_pers_I6K54_RS27260	86	89
pKpn	pKpn_Composition_52	pKpn_pers_A7321_RS26840	86	89
pKpn	pKpn_Composition_52	pKpn_pers_AM376_RS01765	86	89
pKpn	pKpn_Composition_52	pKpn_pers_CLQ46_RS01510	86	89
pKpn	pKpn_Composition_52	pKpn_pers_EHF42_RS28355	86	89
pKpn	pKpn_Composition_52	pKpn_pers_EX353_RS30585	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FDK24_RS29510	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FGF03_RS31290	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FOB37_RS01505	86	89
pKpn	pKpn_Composition_52	pKpn_pers_FOM15_RS27550	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GM011_RS27465	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GQY16_RS27770	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GUY22_RS28045	86	89
pKpn	pKpn_Composition_52	pKpn_pers_GUY22_RS28230	86	89
pKpn	pKpn_Composition_52	pKpn_pers_H1D29_RS01375	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HB636_RS28475	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HB787_RS28080	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HCV83_RS28565	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV225_RS29505	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV292_RS28715	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV338_RS27445	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV338_RS27610	86	89
pKpn	pKpn_Composition_52	pKpn_pers_I3U23_RS30335	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IBX29_RS27130	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IOD46_RS27345	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IOD49_RS26700	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IOD49_RS26860	86	89
pKpn	pKpn_Composition_52	pKpn_pers_IS495_RS28350	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX52_RS28585	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX64_RS29060	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX78_RS28635	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX78_RS29135	86	89
pKpn	pKpn_Composition_52	pKpn_pers_I5M61_RS28820	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX76_RS28740	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HB788_RS28030	86	89
pKpn	pKpn_Composition_52	pKpn_pers_I6K54_RS27645	86	89
pKpn	pKpn_Composition_52	pKpn_pers_JMX52_RS28410	86	89
pKpn	pKpn_Composition_52	pKpn_pers_HV225_RS29590	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HCV84_RS27630	86	89
pKpn	pKpn_Composition_59	pKpn_pers_AM277_RS28445	86	89
pKpn	pKpn_Composition_59	pKpn_pers_BJP61_RS20835	86	89
pKpn	pKpn_Composition_59	pKpn_pers_EX353_RS30615	86	89
pKpn	pKpn_Composition_59	pKpn_pers_F8D37_RS27445	86	89
pKpn	pKpn_Composition_59	pKpn_pers_FDK24_RS29335	86	89
pKpn	pKpn_Composition_59	pKpn_pers_FFY44_RS28145	86	89
pKpn	pKpn_Composition_59	pKpn_pers_FOB39_RS26565	86	89
pKpn	pKpn_Composition_59	pKpn_pers_FOM15_RS27370	86	89
pKpn	pKpn_Composition_59	pKpn_pers_FOM15_RS27725	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GM011_RS26955	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GM011_RS27120	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GQY16_RS27275	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GQY16_RS27935	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GQY17_RS27325	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GUY22_RS28585	86	89
pKpn	pKpn_Composition_59	pKpn_pers_H1D29_RS01055	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HB786_RS28080	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HB787_RS28240	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HCV83_RS28725	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV198_RS24405	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV207_RS29030	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV225_RS29270	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV240_RS29245	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HVX63_RS23370	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HVX63_RS23610	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HVX63_RS23665	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HVX64_RS23345	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IBX29_RS27170	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IS495_RS28005	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX52_RS28425	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX64_RS28730	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX64_RS28900	86	89
pKpn	pKpn_Composition_59	pKpn_pers_SMKP03_RS25145	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX54_RS28090	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IBX31_RS27380	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV207_RS28850	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HB789_RS28485	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV294_RS27520	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HB636_RS28290	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HB789_RS28300	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX76_RS28910	86	89
pKpn	pKpn_Composition_59	pKpn_pers_AFK64_RS20260	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IBX29_RS26960	86	89
pKpn	pKpn_Composition_59	pKpn_pers_WM86_RS26460	86	89
pKpn	pKpn_Composition_59	pKpn_pers_I5M61_RS28825	86	89
pKpn	pKpn_Composition_59	pKpn_pers_CLQ46_RS01200	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV292_RS28710	86	89
pKpn	pKpn_Composition_59	pKpn_pers_CLQ46_RS01135	86	89
pKpn	pKpn_Composition_59	pKpn_pers_I6K54_RS27260	86	89
pKpn	pKpn_Composition_59	pKpn_pers_A7321_RS26840	86	89
pKpn	pKpn_Composition_59	pKpn_pers_AM376_RS01765	86	89
pKpn	pKpn_Composition_59	pKpn_pers_CLQ46_RS01510	86	89
pKpn	pKpn_Composition_59	pKpn_pers_EHF42_RS28355	86	89
pKpn	pKpn_Composition_59	pKpn_pers_EX353_RS30585	86	89
pKpn	pKpn_Composition_59	pKpn_pers_FDK24_RS29510	86	89
pKpn	pKpn_Composition_59	pKpn_pers_FOB37_RS01505	86	89
pKpn	pKpn_Composition_59	pKpn_pers_FOM15_RS27550	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GM011_RS27465	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GQY16_RS27770	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GUY22_RS28045	86	89
pKpn	pKpn_Composition_59	pKpn_pers_GUY22_RS28230	86	89
pKpn	pKpn_Composition_59	pKpn_pers_H1D29_RS01375	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HB636_RS28475	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HB787_RS28080	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HCV83_RS28565	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV225_RS29505	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV292_RS28715	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV338_RS27445	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV338_RS27610	86	89
pKpn	pKpn_Composition_59	pKpn_pers_I3U23_RS30335	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IBX29_RS27130	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IOD46_RS27345	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IOD49_RS26700	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IOD49_RS26860	86	89
pKpn	pKpn_Composition_59	pKpn_pers_IS495_RS28350	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX52_RS28585	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX64_RS29060	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX78_RS28635	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX78_RS29135	86	89
pKpn	pKpn_Composition_59	pKpn_pers_I5M61_RS28820	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX76_RS28740	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HB788_RS28030	86	89
pKpn	pKpn_Composition_59	pKpn_pers_I6K54_RS27645	86	89
pKpn	pKpn_Composition_59	pKpn_pers_JMX52_RS28410	86	89
pKpn	pKpn_Composition_59	pKpn_pers_HV225_RS29590	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HCV84_RS27630	86	89
pKpn	pKpn_Composition_60	pKpn_pers_BJP61_RS20835	86	89
pKpn	pKpn_Composition_60	pKpn_pers_EX353_RS30615	86	89
pKpn	pKpn_Composition_60	pKpn_pers_F8D37_RS27445	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FDK24_RS29335	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FFY44_RS28145	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FOB39_RS26565	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FOM15_RS27370	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FOM15_RS27725	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GM011_RS26955	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GM011_RS27120	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GQY16_RS27275	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GQY16_RS27935	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GQY17_RS27325	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GUY22_RS28585	86	89
pKpn	pKpn_Composition_60	pKpn_pers_H1D29_RS01055	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HB786_RS28080	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HB787_RS28240	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HCV83_RS28725	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV198_RS24405	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV207_RS29030	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV225_RS29270	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV240_RS29245	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HVX63_RS23370	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HVX63_RS23610	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HVX63_RS23665	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HVX64_RS23345	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IBX29_RS27170	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IS495_RS28005	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX52_RS28425	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX64_RS28730	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX64_RS28900	86	89
pKpn	pKpn_Composition_60	pKpn_pers_SMKP03_RS25145	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX54_RS28090	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IBX31_RS27380	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV207_RS28850	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HB789_RS28485	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV294_RS27520	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HB636_RS28290	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HB789_RS28300	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX76_RS28910	86	89
pKpn	pKpn_Composition_60	pKpn_pers_AFK64_RS20260	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IBX29_RS26960	86	89
pKpn	pKpn_Composition_60	pKpn_pers_WM86_RS26460	86	89
pKpn	pKpn_Composition_60	pKpn_pers_I5M61_RS28825	86	89
pKpn	pKpn_Composition_60	pKpn_pers_CLQ46_RS01200	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV292_RS28710	86	89
pKpn	pKpn_Composition_60	pKpn_pers_CLQ46_RS01135	86	89
pKpn	pKpn_Composition_60	pKpn_pers_I6K54_RS27260	86	89
pKpn	pKpn_Composition_60	pKpn_pers_A7321_RS26840	86	89
pKpn	pKpn_Composition_60	pKpn_pers_AM376_RS01765	86	89
pKpn	pKpn_Composition_60	pKpn_pers_CLQ46_RS01510	86	89
pKpn	pKpn_Composition_60	pKpn_pers_EHF42_RS28355	86	89
pKpn	pKpn_Composition_60	pKpn_pers_EX353_RS30585	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FDK24_RS29510	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FGF03_RS31290	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FOB37_RS01505	86	89
pKpn	pKpn_Composition_60	pKpn_pers_FOM15_RS27550	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GM011_RS27465	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GQY16_RS27770	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GUY22_RS28045	86	89
pKpn	pKpn_Composition_60	pKpn_pers_GUY22_RS28230	86	89
pKpn	pKpn_Composition_60	pKpn_pers_H1D29_RS01375	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HB636_RS28475	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HB787_RS28080	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HCV83_RS28565	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV225_RS29505	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV292_RS28715	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV338_RS27445	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV338_RS27610	86	89
pKpn	pKpn_Composition_60	pKpn_pers_I3U23_RS30335	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IBX29_RS27130	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IOD46_RS27345	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IOD49_RS26700	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IOD49_RS26860	86	89
pKpn	pKpn_Composition_60	pKpn_pers_IS495_RS28350	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX52_RS28585	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX64_RS29060	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX78_RS28635	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX78_RS29135	86	89
pKpn	pKpn_Composition_60	pKpn_pers_I5M61_RS28820	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX76_RS28740	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HB788_RS28030	86	89
pKpn	pKpn_Composition_60	pKpn_pers_I6K54_RS27645	86	89
pKpn	pKpn_Composition_60	pKpn_pers_JMX52_RS28410	86	89
pKpn	pKpn_Composition_60	pKpn_pers_HV225_RS29590	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HCV84_RS27630	86	89
pKpn	pKpn_Composition_66	pKpn_pers_AM277_RS28445	86	89
pKpn	pKpn_Composition_66	pKpn_pers_BJP61_RS20835	86	89
pKpn	pKpn_Composition_66	pKpn_pers_EX353_RS30615	86	89
pKpn	pKpn_Composition_66	pKpn_pers_F8D37_RS27445	86	89
pKpn	pKpn_Composition_66	pKpn_pers_FDK24_RS29335	86	89
pKpn	pKpn_Composition_66	pKpn_pers_FFY44_RS28145	86	89
pKpn	pKpn_Composition_66	pKpn_pers_FOB39_RS26565	86	89
pKpn	pKpn_Composition_66	pKpn_pers_FOM15_RS27370	86	89
pKpn	pKpn_Composition_66	pKpn_pers_FOM15_RS27725	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GM011_RS26955	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GM011_RS27120	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GQY16_RS27275	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GQY16_RS27935	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GQY17_RS27325	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GUY22_RS28585	86	89
pKpn	pKpn_Composition_66	pKpn_pers_H1D29_RS01055	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HB786_RS28080	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HB787_RS28240	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HCV83_RS28725	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV198_RS24405	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV207_RS29030	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV225_RS29270	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV240_RS29245	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HVX63_RS23370	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HVX63_RS23610	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HVX63_RS23665	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HVX64_RS23345	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IBX29_RS27170	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IS495_RS28005	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX52_RS28425	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX64_RS28730	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX64_RS28900	86	89
pKpn	pKpn_Composition_66	pKpn_pers_SMKP03_RS25145	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX54_RS28090	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IBX31_RS27380	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV207_RS28850	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HB789_RS28485	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HB636_RS28290	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HB789_RS28300	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX76_RS28910	86	89
pKpn	pKpn_Composition_66	pKpn_pers_AFK64_RS20260	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IBX29_RS26960	86	89
pKpn	pKpn_Composition_66	pKpn_pers_WM86_RS26460	86	89
pKpn	pKpn_Composition_66	pKpn_pers_I5M61_RS28825	86	89
pKpn	pKpn_Composition_66	pKpn_pers_CLQ46_RS01200	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV292_RS28710	86	89
pKpn	pKpn_Composition_66	pKpn_pers_CLQ46_RS01135	86	89
pKpn	pKpn_Composition_66	pKpn_pers_I6K54_RS27260	86	89
pKpn	pKpn_Composition_66	pKpn_pers_A7321_RS26840	86	89
pKpn	pKpn_Composition_66	pKpn_pers_AFK64_RS20435	86	89
pKpn	pKpn_Composition_66	pKpn_pers_AM376_RS01765	86	89
pKpn	pKpn_Composition_66	pKpn_pers_CLQ46_RS01510	86	89
pKpn	pKpn_Composition_66	pKpn_pers_EHF42_RS28355	86	89
pKpn	pKpn_Composition_66	pKpn_pers_EX353_RS30585	86	89
pKpn	pKpn_Composition_66	pKpn_pers_FDK24_RS29510	86	89
pKpn	pKpn_Composition_66	pKpn_pers_FOB37_RS01505	86	89
pKpn	pKpn_Composition_66	pKpn_pers_FOM15_RS27550	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GQY16_RS27770	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GUY22_RS28045	86	89
pKpn	pKpn_Composition_66	pKpn_pers_GUY22_RS28230	86	89
pKpn	pKpn_Composition_66	pKpn_pers_H1D29_RS01375	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HB636_RS28475	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HB787_RS28080	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HCV83_RS28565	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV225_RS29505	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV292_RS28715	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV338_RS27445	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV338_RS27610	86	89
pKpn	pKpn_Composition_66	pKpn_pers_I3U23_RS30335	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IBX29_RS27130	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IOD46_RS27345	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IOD49_RS26700	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IOD49_RS26860	86	89
pKpn	pKpn_Composition_66	pKpn_pers_IS495_RS28350	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX52_RS28585	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX52_RS28605	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX64_RS29060	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX78_RS28635	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX78_RS29135	86	89
pKpn	pKpn_Composition_66	pKpn_pers_I5M61_RS28820	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX76_RS28740	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HB788_RS28030	86	89
pKpn	pKpn_Composition_66	pKpn_pers_I6K54_RS27645	86	89
pKpn	pKpn_Composition_66	pKpn_pers_JMX52_RS28410	86	89
pKpn	pKpn_Composition_66	pKpn_pers_HV225_RS29590	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HCV84_RS27630	86	89
pKpn	pKpn_Composition_78	pKpn_pers_AM277_RS28445	86	89
pKpn	pKpn_Composition_78	pKpn_pers_BJP61_RS20835	86	89
pKpn	pKpn_Composition_78	pKpn_pers_EX353_RS30615	86	89
pKpn	pKpn_Composition_78	pKpn_pers_F8D37_RS27445	86	89
pKpn	pKpn_Composition_78	pKpn_pers_FDK24_RS29335	86	89
pKpn	pKpn_Composition_78	pKpn_pers_FFY44_RS28145	86	89
pKpn	pKpn_Composition_78	pKpn_pers_FOB39_RS26565	86	89
pKpn	pKpn_Composition_78	pKpn_pers_FOM15_RS27370	86	89
pKpn	pKpn_Composition_78	pKpn_pers_FOM15_RS27725	86	89
pKpn	pKpn_Composition_78	pKpn_pers_GM011_RS26955	86	89
pKpn	pKpn_Composition_78	pKpn_pers_GM011_RS27120	86	89
pKpn	pKpn_Composition_78	pKpn_pers_GQY16_RS27275	86	89
pKpn	pKpn_Composition_78	pKpn_pers_GQY16_RS27935	86	89
pKpn	pKpn_Composition_78	pKpn_pers_GQY17_RS27325	86	89
pKpn	pKpn_Composition_78	pKpn_pers_GUY22_RS28585	86	89
pKpn	pKpn_Composition_78	pKpn_pers_H1D29_RS01055	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HB786_RS28080	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HB787_RS28240	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HCV83_RS28725	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HV198_RS24405	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HV207_RS29030	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HV225_RS29270	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HV240_RS29245	86	89
pKpn	pKpn_Composition_78	pKpn_pers_HVX63_RS23370	86	89
